Estado,Id de contacto,Id. de la oportunidad,Financiador: Nombre de la cuenta,Etapa,Etapa del Cr_dito,Situacion del Cliente,Potencia Instalada (W),Precio de Contado (Venta),Importe,Anticipo,Monto Mensualidad,Frecuencia Programada de Pagos (en dias),Numero de Pagos Programados,Number of Payments,Saldo Pagado,Saldo Total,Saldo Atrasado,Plazo del Credito (meses),Meses Transcurridos,Cantidad de Pagos realizados,% Pagado,Porcentaje de Pago a la Fecha,Rating Interno Credito,Nombre de la cuenta: Nombre de la cuenta
Campeche,0031600002HzOwi,0061600000mdho5,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,2070,2070,1000,535,30,2,3,2650,-580,-580,2,38,3,128.02,128.02,1,Escarcega ILUCentro
Campeche,0031600002HxyYy,0061600000me5eP,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,2250,2250,1000,625,30,2,5,2107.89,142.11,142.11,2,38,3,93.68,93.68,0,Escarcega ILUCentro
Campeche,0031600002eXTFT,0061M00000wTAdN,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,4000,4000,500,1166.67,30,3,5,4000,0,0,3,12,4,100,100,1,Escarcega ILUCentro
Campeche,0031600002buiA7,0061M00000wt6DM,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,1800,1800,1800,0,30,1,2,0,1800,1800,1,14,0,0,0,0,Escarcega ILUCentro
Campeche,0031600002buiA7,0061600000v6eMq,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,5350,5350,5350,0,30,1,2,5350,0,0,1,20,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002buiA7,0061600000tV4CC,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,9840,9840,9840,0,30,1,2,9840,0,0,1,23,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002UD4yI,0061600000pdF2j,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,6450,6450,6450,0,30,3,4,6450,0,0,3,32,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002by79M,0061600000tW17z,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,4500,5100,1000,341.67,30,12,13,5100,0,0,12,22,5,100,100,2,Escarcega ILUCentro
Campeche,0031600002EowDm,0061M00000wrKzp,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3380,3380,3380,0,30,1,2,3380,0,0,1,16,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002Hc63d,0061600000rwgEN,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,2800,2800,2800,0,30,1,2,2800,0,0,1,26,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002Hc63d,0061600000qjXA3,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,2750,2750,2750,0,30,1,2,2750,0,0,1,28,1,100,100,3,Escarcega ILUCentro
Campeche,003G0000027BRbH,0061600000mfBWE,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,5200,5910,1500,490,30,9,10,5910,0,0,9,38,8,100,100,3,Escarcega ILUCentro
Campeche,0031600002dDJyk,0061M00000wt66z,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,750,750,750,0,30,1,2,750,0,0,1,14,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002JpaRK,0061600000rxsOt,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,1510,1510,1510,0,30,1,2,1510,0,0,1,25,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002JpaRK,0061600000n7MJx,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,650,650,650,0,30,1,2,650,0,0,1,37,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002JmRsJ,0061600000mEK78,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,550,550,550,0,30,1,2,550,0,0,1,38,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002bvbjp,0061600000tVI77,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,10150,10150,3000,2383.33,30,3,4,7950,2200,2200,3,23,3,78.33,78.33,0,Escarcega ILUCentro
Campeche,0031M00002hbQnl,0061M00000wsUcy,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,9090,9090,5000,2045,30,2,3,9640,-550,-550,2,15,1,106.05,106.05,3,Escarcega ILUCentro
Campeche,0031600002bvbmZ,0061600000tVI9c,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,12135,12135,5000,2378.33,30,3,4,13000,-865,-865,3,23,4,107.13,107.13,3,Escarcega ILUCentro
Campeche,0031600002RMdD5,0061600000qlG5b,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,5240,5240,5240,0,30,1,2,5240,0,0,1,28,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002RMdD5,0061600000nNkhm,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,8100,8100,8100,0,30,1,2,8100,0,0,1,35,1,100,100,3,Escarcega ILUCentro
Campeche,003G000001wmOLq,0061600000Zeqoz,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,450,450,450,0,30,1,2,0,450,450,1,30,0,0,0,0,Escarcega ILUCentro
Campeche,0031600002eXoJs,0061600000v7bvL,ILUMEXICO Financiador,Cancelado,Moroso Perdido,Deudor PAR 60,25,4500,4800,600,350,30,12,13,4500,300,300,12,19,5,93.75,93.75,0,Escarcega ILUCentro
Campeche,0031600002J0Ssc,0061600000n8sMG,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,8020,8020,8020,0,30,1,2,8020,0,0,1,37,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002eVfPZ,0061600000v6mse,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,6950,6950,6950,0,30,1,2,6950,0,0,1,20,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002eVFXy,0061600000v6gWM,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,7100,7100,7100,0,30,1,2,7100,0,0,1,20,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002eVo9X,0061600000v6pRu,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1610,1610,1610,0,15,1,2,1610,0,0,0.5,20,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002bvYZA,0061600000tVHN8,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,100,14000,16220,6500,810,30,12,13,12780,3440,3440,12,23,8,78.79,78.79,0,Escarcega ILUCentro
Campeche,0031600002bxe3s,0061600000v6gWW,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,1650,1650,1650,0,30,1,3,1000,650,650,1,20,2,60.61,60.61,0,Escarcega ILUCentro
Campeche,003G0000026ccaj,0061600000n8xE5,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,350,350,350,0,30,1,2,400,-50,-50,1,37,1,114.29,114.29,1,Escarcega ILUCentro
Campeche,003G0000025mda7,0061600000rxdu9,ILUMEXICO Financiador,Vendido,Moroso Perdido,Moroso,100,17480,17480,6500,610,30,18,23,12009.96,5470.04,5470.04,18,25,16,68.71,68.71,0,Escarcega ILUCentro
Campeche,003G0000025mda7,0061600000qlUXi,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,2800,2800,1000,900,30,2,3,1190,1610,1610,2,27,2,42.5,42.5,0,Escarcega ILUCentro
Campeche,003G0000025mda7,0061600000qj5I4,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,450,450,450,0,30,1,2,450,0,0,1,28,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002f1NIb,0061M00000vDhPa,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,4266,4266,4266,0,30,1,2,4266,0,0,1,18,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002f1NIl,0061M00000vDhPu,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1120,1120,1120,0,30,1,2,1120,0,0,1,18,1,100,100,3,Escarcega ILUCentro
Campeche,003G0000023PNxY,0061600000n8xEF,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,500,500,300,100,30,2,3,300,200,200,2,37,1,60,60,0,Escarcega ILUCentro
Campeche,0031600002Kiy2p,0061600000qhUf4,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3650,3650,3650,0,30,1,2,3650,0,0,1,30,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002Kiy2p,0061600000n8S9S,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,5270,5270,3300,1970,30,1,2,5270,0,0,1,37,2,100,100,1,Escarcega ILUCentro
Campeche,003G0000021tBvm,0061600000tWpaZ,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,6500,6500,6500,0,30,1,2,6500,0,0,1,21,1,100,100,3,Escarcega ILUCentro
Campeche,003G0000020kAAa,0061600000tVI7C,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,7000,7000,2000,1666.67,30,3,4,3500,3500,3500,3,23,2,50,50,0,Escarcega ILUCentro
Campeche,0031600002bxYIm,0061600000v7KSG,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,900,900,900,0,15,1,2,900,0,0,0.5,19,1,100,100,1,Escarcega ILUCentro
Campeche,003G0000021tmuP,0061600000v7MAK,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,2450,2450,2450,0,30,1,2,2450,0,0,1,19,1,100,100,3,Escarcega ILUCentro
Campeche,003G0000021tmuP,0061600000v6eMg,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1010,1010,1010,0,15,1,2,1010,0,0,0.5,20,1,100,100,2,Escarcega ILUCentro
Campeche,003G0000021tmuP,0061600000tVqxp,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,8000,8000,8000,0,30,1,2,8000,0,0,1,22,1,100,100,3,Escarcega ILUCentro
Campeche,003G0000021tARQ,0061M00000wtJBb,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,1510,1510,1510,0,30,1,2,0,1510,1510,1,14,0,0,0,0,Escarcega ILUCentro
Campeche,0031600002OVCpH,0061600000nj21D,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,200,200,200,0,30,1,2,10.01,189.99,189.99,1,36,1,5.01,5.01,0,Escarcega ILUCentro
Campeche,0031M00002f0srq,0061M00000vDhPk,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1000,1000,1000,0,15,1,2,1000,0,0,0.5,18,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002f0srq,0061M00000vDIaO,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,6800,6800,6800,0,15,1,2,6800,0,0,0.5,18,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002UjC4u,0061600000qhxvV,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,2800,2800,2800,0,30,1,2,2800,0,0,1,30,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002UjC4u,0061600000pyWSc,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,150,12861,12861,12861,0,30,1,2,12861,0,0,1,31,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002UjC4u,0061600000pyWRA,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,100,11800,11800,11800,0,30,1,2,11800,0,0,1,31,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002UjC4u,0061600000pyWMK,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,300,29911,29911,29911,0,30,1,2,29911,0,0,1,31,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002UjC4u,0061600000pyW5Z,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,200,17800,17800,17800,0,30,1,2,17800,0,0,1,31,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002Sbld9,0061600000ob8Dt,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,25,9700,9700,3100,2200,30,3,4,5300,4400,4400,3,34,2,54.64,54.64,0,Escarcega ILUCentro
Campeche,0031600002S77CP,0061600000nzU78,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,200,22500,22500,22500,0,30,1,2,22500,0,0,1,34,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002RjuvC,0061M00000zgqRi,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,9230,9230,9230,0,30,1,2,9230,0,0,1,4,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002RjuvC,0061M00000wt674,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,2600,2600,2600,0,30,1,2,2600,0,0,1,14,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002RjuvC,0061600000tWl2w,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,6475,6475,6475,0,30,1,2,6475,0,0,1,21,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002RjuvC,0061600000nyny7,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,50,16700,16700,16700,0,30,1,2,16700,0,0,1,34,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002S8GkZ,0061600000oXUvz,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,3832,3832,3832,0,30,1,2,0,3832,3832,1,34,0,0,0,0,Escarcega ILUCentro
Campeche,0031600002RjArX,0061M00000xW6Y3,ILUMEXICO Financiador,Cancelado,Moroso Perdido,Deudor PAR 60,0,10950,10950,3000,2650,30,3,4,0,10950,10950,3,7,0,0,0,0,Escarcega ILUCentro
Campeche,0031600002RjArX,0061600000nydUv,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,750,22000,22000,12000,10000,30,1,2,22000,0,0,1,34,2,100,100,3,Escarcega ILUCentro
Campeche,0031600002RhxkC,0061600000nyIoh,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3650,3650,3650,0,30,1,2,3650,0,0,1,34,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002RjnR0,0061600000nymNN,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,200,27000,27000,27000,0,30,1,2,27000,0,0,1,34,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002SMLJK,0061600000oZn1i,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1600,1600,1600,0,30,1,2,1600,0,0,1,34,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002SKjeG,0061600000oYVrA,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,200,22500,22500,22500,0,30,1,2,22500,0,0,1,34,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002SMVfJ,0061600000oZpeF,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1230,1230,1230,0,30,1,2,1230,0,0,1,34,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002SKmuN,0061600000oYWEA,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,200,18500,18500,18500,0,30,1,2,18500,0,0,1,34,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002pNgMh,0061M00000xWks8,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,25,750,750,750,0,30,1,2,650,100,100,1,6,1,86.67,86.67,0,Escarcega ILUCentro
Campeche,0031M00002jdrtC,0061M00000xzCOp,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,0,4155,4155,4155,0,30,6,7,1555,2600,2600,6,10,1,37.42,37.42,0,Escarcega ILUCentro
Campeche,0031M00002jdrtC,0061M00000xyZAD,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,15545,15545,15545,0,30,1,2,15545,0,0,1,11,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002jdftV,0061M00000xzCOu,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,4900,4900,4900,0,30,1,2,4900,0,0,1,10,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002jdftV,0061M00000xyTDw,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,7700,7700,7700,0,30,1,2,5064.89,2635.11,2635.11,1,11,1,65.78,65.78,0,Escarcega ILUCentro
Campeche,0031M00002jdftV,0061M00000xySyI,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,7100,7100,7100,0,30,1,2,9735.11,-2635.11,-2635.11,1,11,1,137.11,137.11,3,Escarcega ILUCentro
Campeche,0031M00002jD2KA,0061M00000xy0Bi,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1300,1300,1300,0,30,1,2,1300,0,0,1,11,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002jD2KA,0061M00000xy09N,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3500,3500,3500,0,30,1,2,3500,0,0,1,11,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002jCIb1,0061M00000xxo8R,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,1300,1300,1300,0,30,1,2,1300,0,0,1,11,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002jCIb1,0061M00000xxo7O,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,2000,2000,2000,0,30,1,2,2000,0,0,1,11,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002ihinI,0061M00000yd96H,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,2100,2100,2100,0,30,1,2,2100,0,0,1,9,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002ihinI,0061M00000wTgPr,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,1000,1000,1000,0,30,1,2,5800,-4800,-4800,1,11,1,580,580,3,Escarcega ILUCentro
Campeche,0031M00002ihinI,0061M00000wTgNg,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,4800,4800,4800,0,30,1,2,0,4800,4800,1,12,0,0,0,0,Escarcega ILUCentro
Campeche,0031M00002lOZCx,0061M00000ycaXj,ILUMEXICO Financiador,Vendido,Cobrando,Moroso,100,14000,16220,6500,810,30,12,13,6310,9910,7480,12,9,3,38.9,45.76,No Disponible,Escarcega ILUCentro
Campeche,0031M00002lOa8u,0061M00000ycayq,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,8975,8975,8975,0,30,1,2,8975,0,0,1,9,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002lPJwf,0061M00000yd37W,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,13540,13540,2000,3846.67,30,3,4,13540,0,0,3,9,4,100,100,1,Escarcega ILUCentro
Campeche,0031M00002gMcVj,0061M00000wSeOv,ILUMEXICO Financiador,Vendido,Moroso Perdido,Deudor PAR 60,0,3500,3500,1000,833.33,30,3,4,2670,830,830,3,12,2,76.29,76.29,0,Escarcega ILUCentro
Campeche,0031M00002lOZCi,0061M00000ycaXe,ILUMEXICO Financiador,Vendido,Pagado,Deudor PAR 60,100,14000,14000,10000,1333.33,30,3,4,13500,500,500,3,9,2,96.43,96.43,1,Escarcega ILUCentro
Campeche,0031M00002otyNs,0061M00000xWdLw,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,100,14000,14000,7000,3500,30,2,3,14000,0,0,2,6,3,100,100,3,Escarcega ILUCentro
Campeche,0031M00002pQKAz,0061M00000zdvTc,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,100,14000,14000,10000,2000,30,2,3,14000,0,0,2,5,3,100,100,3,Escarcega ILUCentro
Campeche,0031M00002qG9Je,0061M00000zgfDq,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,0,3500,3500,3500,0,30,1,2,3500,0,0,1,4,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002qzPKw,0061M000010GIgX,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,100,16740,16740,8400,1390,60,3,4,8400,8340,4170,6,3,1,50.18,66.83,No Disponible,Escarcega ILUCentro
Campeche,0031M00002qDPxs,0061M00000zfQZM,ILUMEXICO Financiador,Vendido,Cobrando,Deudor PAR 60,0,5500,5500,2000,1166.67,30,3,4,2390,3110,3110,3,5,2,43.45,43.45,0,Escarcega ILUCentro
Campeche,0031M00002pQSNl,0061M00000ze5iq,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,8000,8000,4800,1600,30,2,4,8000,0,0,2,5,4,100,100,1,Escarcega ILUCentro
Campeche,0031M00002qxUt4,0061M000010FAVl,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,8000,8000,8000,0,30,1,2,8000,0,0,1,3,1,100,100,3,Escarcega ILUCentro
Campeche,0031M00002qCEtu,0061M00000zencI,ILUMEXICO Financiador,Pagado,Pagado,Cr_dito Sano,25,18530,18530,18530,0,30,1,2,18530.5,-0.5,-0.5,1,5,1,100,100,3,Escarcega ILUCentro
Campeche,0031600002UibkC,0061600000py37M,Caja de Ahorro ILUMEXICO,Pagado,Pagado,Cr_dito Sano,25,4200,3600,1000,288.89,30,9,11,3600,0,0,9,31,6,100,100,1,Escarcega ILUCentro
Campeche,0031M00002sDhfe,0061M00000zHdRM,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,2730,2730,390,195,30,12,13,390,2340,195,12,1,1,14.29,66.67,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfc,0061M00000zHhMv,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,2730,2730,390,195,30,12,13,390,2340,0,12,0,1,14.29,100,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfa,0061M00000zHipz,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,2730,2730,390,195,30,12,13,390,2340,0,12,0,1,14.29,100,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfX,0061M00000zHtSY,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,2730,2730,390,195,30,12,13,390,2340,0,12,0,1,14.29,100,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfW,0061M00000zHhOh,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,2730,2730,390,195,30,12,13,390,2340,0,12,0,1,14.29,100,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfV,0061M00000zHTq7,FSUE Ronda 2,Vendido,Cobrando,Deudor PAR 60,325,2730,2730,390,195,30,12,13,0,2730,585,12,1,0,0,0,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfU,0061M00000zHhMH,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,2730,2738,390,195.67,30,12,13,400,2338,-10,12,0,1,14.61,102.56,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfT,0061M00000zHhLT,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,2730,2730,390,195,30,12,13,390,2340,0,12,0,1,14.29,100,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfS,0061M00000zHdQx,FSUE Ronda 2,Vendido,Cobrando,Deudor PAR 60,325,2730,2730,390,195,30,12,13,0,2730,585,12,1,0,0,0,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfR,0061M00000zHTpx,FSUE Ronda 2,Vendido,Cobrando,Deudor PAR 60,325,2730,2730,390,195,30,12,13,0,2730,585,12,1,0,0,0,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfQ,0061M00000zHTps,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,2730,2730,390,195,30,12,13,400,2330,185,12,1,1,14.65,68.38,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfP,0061M00000zHTqW,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,2730,2730,400,194.17,30,12,13,400,2330,194.17,12,1,1,14.65,67.32,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfO,0061M00000zHdRC,FSUE Ronda 2,Vendido,Cobrando,Deudor PAR 60,325,2730,2730,390,195,30,12,13,0,2730,585,12,1,0,0,0,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfN,0061M00000zHdQJ,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,2730,2730,390,195,30,12,13,390,2340,195,12,1,1,14.29,66.67,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfM,0061M00000zHdPa,FSUE Ronda 2,Vendido,Cobrando,Deudor PAR 60,325,2730,2730,390,195,30,12,13,0,2730,585,12,1,0,0,0,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfL,0061M00000zHhO3,FSUE Ronda 2,Vendido,Cobrando,Deudor PAR30,325,2730,2730,390,195,30,12,13,0,2730,390,12,0,0,0,0,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfK,0061M000011G6WA,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,9555,9555,195,195,30,48,49,400,9155,-205,48,0,1,4.19,205.13,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfJ,0061M00000zHsqh,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,9555,9555,195,195,30,48,49,400,9155,-205,48,0,1,4.19,205.13,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfI,0061M00000zIBRg,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,9555,9555,195,195,30,48,49,400,9155,-205,48,0,1,4.19,205.13,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfH,0061M00000zHhU1,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,9555,9555,195,195,30,48,49,600,8955,-405,48,0,1,6.28,307.69,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfG,0061M00000zHrPi,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,9555,9555,195,195,30,48,49,600,8955,-405,48,0,1,6.28,307.69,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfD,0061M000011G6X3,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,9555,9555,195,195,30,48,49,390,9165,-195,48,0,1,4.08,200,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfC,0061M00000zHtvV,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,9555,9555,195,195,30,48,50,595,8960,-400,48,0,2,6.23,305.13,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhfB,0061M00000zHrWA,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,9555,9555,195,195,30,48,49,400,9155,-205,48,0,1,4.19,205.13,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhf8,0061M00000zHl5P,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,9555,9555,195,195,30,48,49,400,9155,-205,48,0,1,4.19,205.13,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhf7,0061M000011G6Wy,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,9555,9555,195,195,30,48,49,390,9165,-195,48,0,1,4.08,200,No Disponible,Escarcega ILUCentro
Campeche,0031M00002sDhf6,0061M00000zHsoC,FSUE Ronda 2,Vendido,Cobrando,Cr_dito Sano,325,9555,9555,195,195,30,48,50,500,9055,-305,48,0,2,5.23,256.41,No Disponible,Escarcega ILUCentro
